Coach,Tm,sea_w/franc_count,sea_overall_count,rs_curr_sea_G,rs_curr_sea_W,rs_curr_sea_L,rs_w/franc_G,rs_w/franc_W,rs_w/franc_L,rs_career_G,rs_career_W,rs_career_L,rs_career_W%,po_curr_sea_G,po_curr_sea_W,po_curr_sea_L,po_w/franc_G,po_w/franc_W,po_w/franc_L,po_career_G,po_career_W,po_career_L,season,team_id,coy_share,won_coy,sum_coach_playoff_games,sum_coy_shares
Larry Brown,IND,2,16,82,52,30,164,99,65,1276,762,514,0.597,17.0,10.0,7.0,33.0,20.0,13.0,120.0,59.0,61.0,1995,12,0.0,0.0,66.0,0.5579999999999999
Mike Fratello,CLE,2,10,82,43,39,164,90,74,741,414,327,0.559,4.0,1.0,3.0,7.0,1.0,6.0,47.0,19.0,28.0,1995,6,0.143,0.0,43.0,0.8200000000000001
Alvin Gentry,MIA,1,1,36,15,21,36,15,21,36,15,21,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,16,0.0,0.0,0.0,0.0
Mike Dunleavy,MIL,3,5,82,34,48,246,82,164,410,183,227,0.446,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,10.0,1995,17,0.0,0.0,23.0,0.031
Bill Fitch,LAC,1,22,82,17,65,82,17,65,1804,862,942,0.478,0.0,0.0,0.0,0.0,0.0,0.0,106.0,55.0,51.0,1995,13,0.0,0.0,106.0,1.145
George Karl,SEA,4,8,82,57,25,288,202,86,583,321,262,0.551,4.0,1.0,3.0,37.0,17.0,20.0,51.0,22.0,29.0,1995,21,0.0,0.0,150.0,1.085
George Karl,SEA,4,8,82,57,25,288,202,86,583,321,262,0.551,4.0,1.0,3.0,37.0,17.0,20.0,51.0,22.0,29.0,1995,21,0.0,0.0,146.0,1.085
Bob Lanier,GSW,1,1,37,12,25,37,12,25,37,12,25,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,10,0.0,0.0,0.0,0.0
Don Chaney,DET,2,9,82,28,54,164,48,116,647,265,382,0.41,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,1995,9,0.0,0.0,11.0,0.719
John Lucas,PHI,1,3,82,24,58,82,24,58,225,118,107,0.524,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,8.0,1995,71,0.0,0.0,14.0,0.061
Bob Hill,SAS,1,5,82,62,20,82,62,20,369,195,174,0.528,15.0,9.0,6.0,15.0,9.0,6.0,27.0,12.0,15.0,1995,27,0.114,0.0,12.0,0.0
Bernie Bickerstaff,DEN,1,6,32,20,12,32,20,12,442,222,220,0.502,3.0,0.0,3.0,3.0,0.0,3.0,30.0,12.0,18.0,1995,8,0.0,0.0,82.0,0.256
Dick Motta,DAL,8,23,82,36,46,656,303,353,1801,892,909,0.495,0.0,0.0,0.0,28.0,11.0,17.0,126.0,56.0,70.0,1995,7,0.048,0.0,126.0,0.818
Don Nelson,GSW,7,18,45,14,31,537,277,260,1421,817,604,0.575,0.0,0.0,0.0,24.0,9.0,15.0,112.0,51.0,61.0,1995,10,0.0,0.0,112.0,1.611
Jim Lynam,WSB,1,8,82,21,61,82,21,61,592,267,325,0.451,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,13.0,1995,30,0.0,0.0,21.0,0.158
Gene Littles,DEN,1,4,16,3,13,16,3,13,155,44,111,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,8,0.0,0.0,0.0,0.0
Allan Bristow,CHH,4,4,82,50,32,328,166,162,328,166,162,0.506,4.0,1.0,3.0,13.0,5.0,8.0,13.0,5.0,8.0,1995,4,0.0,0.0,9.0,0.0
Rudy Tomjanovich,HOU,4,4,82,47,35,276,176,100,276,176,100,0.638,22.0,15.0,7.0,57.0,36.0,21.0,57.0,36.0,21.0,1995,11,0.0,0.0,35.0,0.346
Paul Westphal,PHO,3,3,82,59,23,246,177,69,246,177,69,0.72,10.0,6.0,4.0,44.0,25.0,19.0,44.0,25.0,19.0,1995,24,0.0,0.0,34.0,0.092
Garry St. Jean,SAC,3,3,82,39,43,246,92,154,246,92,154,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,26,0.0,0.0,0.0,0.0
Chris Ford,BOS,5,5,82,35,47,410,222,188,410,222,188,0.541,4.0,1.0,3.0,29.0,13.0,16.0,29.0,13.0,16.0,1995,2,0.0,0.0,25.0,0.124
Lenny Wilkens,ATL,2,22,82,42,40,164,99,65,1782,968,814,0.543,3.0,0.0,3.0,14.0,5.0,9.0,124.0,60.0,64.0,1995,1,0.0,0.0,302.0,2.858
Kevin Loughery,MIA,4,20,46,17,29,292,133,159,1388,642,746,0.463,0.0,0.0,0.0,8.0,2.0,6.0,59.0,27.0,32.0,1995,16,0.0,0.0,27.0,0.053000000000000005
Dan Issel,DEN,3,3,34,18,16,198,96,102,198,96,102,0.485,0.0,0.0,0.0,12.0,6.0,6.0,12.0,6.0,6.0,1995,8,0.0,0.0,12.0,0.0
P.J. Carlesimo,POR,1,1,82,44,38,82,44,38,82,44,38,0.537,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1995,66,0.0,0.0,0.0,0.0
Phil Jackson,CHI,6,6,82,47,35,492,342,150,492,342,150,0.695,10.0,5.0,5.0,94.0,66.0,28.0,94.0,66.0,28.0,1995,5,0.0,0.0,84.0,0.388
Pat Riley,NYK,4,13,82,55,27,328,223,105,1055,756,299,0.717,11.0,6.0,5.0,63.0,35.0,28.0,212.0,137.0,75.0,1995,20,0.0,0.0,201.0,1.574
Butch Beard,NJN,1,1,82,30,52,82,30,52,82,30,52,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,3,0.0,0.0,0.0,0.0
Jerry Sloan,UTA,7,10,82,60,22,557,364,193,772,458,314,0.593,5.0,2.0,3.0,59.0,27.0,32.0,65.0,29.0,36.0,1995,29,0.105,0.0,60.0,0.064
Brian Hill,ORL,2,2,82,57,25,164,107,57,164,107,57,0.652,21.0,11.0,10.0,24.0,11.0,13.0,24.0,11.0,13.0,1995,22,0.0,0.0,3.0,0.0
Bill Blair,MIN,1,2,82,21,61,82,21,61,88,23,65,0.261,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1995,18,0.0,0.0,2.0,0.0
Rudy Tomjanovich,HOU,3,3,82,58,24,194,129,65,194,129,65,0.665,23.0,15.0,8.0,35.0,21.0,14.0,35.0,21.0,14.0,1994,11,0.03,0.0,12.0,0.316
Magic Johnson,LAL,1,1,16,5,11,16,5,11,16,5,11,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,14,0.0,0.0,0.0,0.0
Chuck Daly,NJN,2,12,82,45,37,164,88,76,943,564,379,0.598,4.0,1.0,3.0,9.0,3.0,6.0,122.0,74.0,48.0,1994,3,0.01,0.0,118.0,0.411
Brian Hill,ORL,1,1,82,50,32,82,50,32,82,50,32,0.61,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1994,22,0.0,0.0,0.0,0.0
Rick Adelman,POR,6,6,82,47,35,445,291,154,445,291,154,0.654,4.0,1.0,3.0,69.0,36.0,33.0,69.0,36.0,33.0,1994,66,0.0,0.0,65.0,0.272
Bill Bertka,LAL,1,1,2,1,1,2,1,1,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,14,0.0,0.0,0.0,0.0
Bob Weiss,LAC,1,6,82,27,55,82,27,55,492,210,282,0.427,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,1994,13,0.0,0.0,11.0,0.0
Chris Ford,BOS,4,4,82,32,50,328,187,141,328,187,141,0.57,0.0,0.0,0.0,25.0,12.0,13.0,25.0,12.0,13.0,1994,2,0.0,0.0,25.0,0.124
Dan Issel,DEN,2,2,82,42,40,164,78,86,164,78,86,0.476,12.0,6.0,6.0,12.0,6.0,6.0,12.0,6.0,6.0,1994,8,0.0,0.0,0.0,0.0
Sidney Lowe,MIN,2,2,82,20,62,135,33,102,135,33,102,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,18,0.0,0.0,0.0,0.0
Larry Brown,IND,1,15,82,47,35,82,47,35,1194,710,484,0.595,16.0,10.0,6.0,16.0,10.0,6.0,103.0,49.0,54.0,1994,12,0.0,0.0,50.0,0.5579999999999999
Kevin Loughery,MIA,3,19,82,42,40,246,116,130,1342,625,717,0.466,5.0,2.0,3.0,8.0,2.0,6.0,59.0,27.0,32.0,1994,16,0.0,0.0,22.0,0.053000000000000005
Allan Bristow,CHH,3,3,82,41,41,246,116,130,246,116,130,0.472,0.0,0.0,0.0,9.0,4.0,5.0,9.0,4.0,5.0,1994,4,0.0,0.0,9.0,0.0
Paul Westphal,PHO,2,2,82,56,26,164,118,46,164,118,46,0.72,10.0,6.0,4.0,34.0,19.0,15.0,34.0,19.0,15.0,1994,24,0.0,0.0,24.0,0.092
Mike Dunleavy,MIL,2,4,82,20,62,164,48,116,328,149,179,0.454,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,10.0,1994,17,0.0,0.0,23.0,0.031
George Karl,SEA,3,7,82,63,19,206,145,61,501,264,237,0.527,5.0,2.0,3.0,33.0,16.0,17.0,47.0,21.0,26.0,1994,21,0.079,0.0,136.0,0.9269999999999999
Don Nelson,GSW,6,17,82,50,32,492,263,229,1376,803,573,0.584,3.0,0.0,3.0,24.0,9.0,15.0,112.0,51.0,61.0,1994,10,0.01,0.0,109.0,1.601
George Karl,SEA,3,7,82,63,19,206,145,61,501,264,237,0.527,5.0,2.0,3.0,33.0,16.0,17.0,47.0,21.0,26.0,1994,21,0.079,0.0,131.0,0.848
Lenny Wilkens,ATL,1,21,82,57,25,82,57,25,1700,926,774,0.545,11.0,5.0,6.0,11.0,5.0,6.0,121.0,60.0,61.0,1994,1,0.703,1.0,291.0,2.155
Jerry Sloan,UTA,6,9,82,53,29,475,304,171,690,398,292,0.577,16.0,8.0,8.0,54.0,25.0,29.0,60.0,27.0,33.0,1994,29,0.0,0.0,44.0,0.064
Quinn Buckner,DAL,1,1,82,13,69,82,13,69,82,13,69,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,7,0.0,0.0,0.0,0.0
Randy Pfund,LAL,2,2,64,27,37,146,66,80,146,66,80,0.452,0.0,0.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,1994,14,0.0,0.0,5.0,0.0
Don Chaney,DET,1,8,82,20,62,82,20,62,565,237,328,0.419,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,1994,9,0.0,0.0,11.0,0.719
Phil Jackson,CHI,5,5,82,55,27,410,295,115,410,295,115,0.72,10.0,6.0,4.0,84.0,61.0,23.0,84.0,61.0,23.0,1994,5,0.158,0.0,74.0,0.22999999999999998
George Karl,SEA,3,7,82,63,19,206,145,61,501,264,237,0.527,5.0,2.0,3.0,33.0,16.0,17.0,47.0,21.0,26.0,1994,21,0.079,0.0,141.0,1.006
Garry St. Jean,SAC,2,2,82,28,54,164,53,111,164,53,111,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,26,0.0,0.0,0.0,0.0
George Karl,SEA,3,7,82,63,19,206,145,61,501,264,237,0.527,5.0,2.0,3.0,33.0,16.0,17.0,47.0,21.0,26.0,1994,21,0.079,0.0,126.0,0.769
Wes Unseld,WSB,7,7,82,24,58,547,202,345,547,202,345,0.369,0.0,0.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,1994,30,0.0,0.0,5.0,0.047
Mike Fratello,CLE,1,9,82,47,35,82,47,35,659,371,288,0.563,3.0,0.0,3.0,3.0,0.0,3.0,43.0,18.0,25.0,1994,6,0.0,0.0,40.0,0.8200000000000001
Pat Riley,NYK,3,12,82,57,25,246,168,78,973,701,272,0.72,25.0,14.0,11.0,52.0,29.0,23.0,201.0,131.0,70.0,1994,20,0.01,0.0,176.0,1.564
John Lucas,SAS,2,2,82,55,27,143,94,49,143,94,49,0.657,4.0,1.0,3.0,14.0,6.0,8.0,14.0,6.0,8.0,1994,27,0.0,0.0,10.0,0.061
Fred Carter,PHI,2,2,82,25,57,108,32,76,108,32,76,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,71,0.0,0.0,0.0,0.0
Garry St. Jean,SAC,1,1,82,25,57,82,25,57,82,25,57,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,26,0.0,0.0,0.0,0.0
Richie Adubato,DAL,4,5,29,2,27,264,94,170,334,106,228,0.317,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1993,7,0.0,0.0,3.0,0.0
Sidney Lowe,MIN,1,1,53,13,40,53,13,40,53,13,40,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,18,0.0,0.0,0.0,0.0
Phil Jackson,CHI,4,4,82,57,25,328,240,88,328,240,88,0.732,19.0,15.0,4.0,74.0,55.0,19.0,74.0,55.0,19.0,1993,5,0.0,0.0,55.0,0.22999999999999998
Chris Ford,BOS,3,3,82,48,34,246,155,91,246,155,91,0.63,4.0,1.0,3.0,25.0,12.0,13.0,25.0,12.0,13.0,1993,2,0.02,0.0,21.0,0.104
Dan Issel,DEN,1,1,82,36,46,82,36,46,82,36,46,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,8,0.0,0.0,0.0,0.0
Chuck Daly,NJN,1,11,82,43,39,82,43,39,861,519,342,0.603,5.0,2.0,3.0,5.0,2.0,3.0,118.0,73.0,45.0,1993,3,0.071,0.0,113.0,0.33999999999999997
Pat Riley,NYK,2,11,82,60,22,164,111,53,891,644,247,0.723,15.0,9.0,6.0,27.0,15.0,12.0,176.0,117.0,59.0,1993,20,0.327,1.0,161.0,1.237
Rudy Tomjanovich,HOU,2,2,82,55,27,112,71,41,112,71,41,0.634,12.0,6.0,6.0,12.0,6.0,6.0,12.0,6.0,6.0,1993,11,0.316,0.0,0.0,0.0
Jimmy Rodgers,MIN,2,4,29,6,23,111,21,90,275,115,160,0.418,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,1993,18,0.0,0.0,8.0,0.0
Fred Carter,PHI,1,1,26,7,19,26,7,19,26,7,19,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,71,0.0,0.0,0.0,0.0
Jerry Tarkanian,SAS,1,1,20,9,11,20,9,11,20,9,11,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,27,0.0,0.0,0.0,0.0
Wes Unseld,WSB,6,6,82,22,60,465,178,287,465,178,287,0.383,0.0,0.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,1993,30,0.0,0.0,5.0,0.047
Mike Dunleavy,MIL,1,3,82,28,54,82,28,54,246,129,117,0.524,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,10.0,1993,17,0.0,0.0,23.0,0.031
Ron Rothstein,DET,1,4,82,40,42,82,40,42,328,97,231,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,9,0.0,0.0,0.0,0.0
Paul Westphal,PHO,1,1,82,62,20,82,62,20,82,62,20,0.756,24.0,13.0,11.0,24.0,13.0,11.0,24.0,13.0,11.0,1993,24,0.092,0.0,0.0,0.0
Gar Heard,DAL,1,1,53,9,44,53,9,44,53,9,44,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,7,0.0,0.0,0.0,0.0
Doug Moe,PHI,1,15,56,19,37,56,19,37,1157,628,529,0.543,0.0,0.0,0.0,0.0,0.0,0.0,83.0,33.0,50.0,1993,71,0.0,0.0,83.0,1.081
Randy Pfund,LAL,1,1,82,39,43,82,39,43,82,39,43,0.476,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1993,14,0.0,0.0,0.0,0.0
George Karl,SEA,2,6,82,55,27,124,82,42,419,201,218,0.48,19.0,10.0,9.0,28.0,14.0,14.0,42.0,19.0,23.0,1993,21,0.102,0.0,107.0,0.667
John Lucas,SAS,1,1,61,39,22,61,39,22,61,39,22,0.639,10.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,1993,27,0.061,0.0,0.0,0.0
Larry Brown,LAC,2,14,82,41,41,117,64,53,1112,663,449,0.596,5.0,2.0,3.0,10.0,4.0,6.0,87.0,39.0,48.0,1993,13,0.0,0.0,45.0,0.5579999999999999
Rex Hughes,SAS,1,2,1,1,0,1,1,0,58,23,35,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,27,0.0,0.0,0.0,0.0
Rick Adelman,POR,5,5,82,51,31,363,244,119,363,244,119,0.672,4.0,1.0,3.0,65.0,35.0,30.0,65.0,35.0,30.0,1993,66,0.0,0.0,61.0,0.272
Bob Weiss,ATL,3,5,82,43,39,246,124,122,410,183,227,0.446,3.0,0.0,3.0,8.0,2.0,6.0,11.0,2.0,9.0,1993,1,0.0,0.0,8.0,0.0
Allan Bristow,CHH,2,2,82,44,38,164,75,89,164,75,89,0.457,9.0,4.0,5.0,9.0,4.0,5.0,9.0,4.0,5.0,1993,4,0.0,0.0,0.0,0.0
George Karl,SEA,2,6,82,55,27,124,82,42,419,201,218,0.48,19.0,10.0,9.0,28.0,14.0,14.0,42.0,19.0,23.0,1993,21,0.102,0.0,88.0,0.565
Bob Hill,IND,3,4,82,41,41,221,113,108,287,133,154,0.463,4.0,1.0,3.0,12.0,3.0,9.0,12.0,3.0,9.0,1993,12,0.0,0.0,8.0,0.0
Jerry Sloan,UTA,5,8,82,47,35,393,251,142,608,345,263,0.567,5.0,2.0,3.0,38.0,17.0,21.0,44.0,19.0,25.0,1993,29,0.0,0.0,39.0,0.064
Lenny Wilkens,CLE,7,20,82,54,28,574,316,258,1618,869,749,0.537,9.0,3.0,6.0,41.0,18.0,23.0,110.0,55.0,55.0,1993,6,0.01,0.0,282.0,2.145
George Karl,SEA,2,6,82,55,27,124,82,42,419,201,218,0.48,19.0,10.0,9.0,28.0,14.0,14.0,42.0,19.0,23.0,1993,21,0.102,0.0,69.0,0.46299999999999997
Matt Guokas,ORL,4,7,82,41,41,328,111,217,535,230,305,0.43,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,9.0,1993,22,0.0,0.0,17.0,0.0
Kevin Loughery,MIA,2,18,82,36,46,164,74,90,1260,583,677,0.463,0.0,0.0,0.0,3.0,0.0,3.0,54.0,25.0,29.0,1993,16,0.0,0.0,22.0,0.053000000000000005
Don Nelson,GSW,5,16,82,34,48,410,213,197,1294,753,541,0.582,0.0,0.0,0.0,21.0,9.0,12.0,109.0,51.0,58.0,1993,10,0.0,0.0,109.0,1.601
George Karl,SEA,2,6,82,55,27,124,82,42,419,201,218,0.48,19.0,10.0,9.0,28.0,14.0,14.0,42.0,19.0,23.0,1993,21,0.102,0.0,50.0,0.361
George Karl,SEA,1,5,42,27,15,42,27,15,337,146,191,0.433,9.0,4.0,5.0,9.0,4.0,5.0,23.0,9.0,14.0,1992,21,0.01,0.0,41.0,0.35100000000000003
Bob Weiss,ATL,2,4,82,38,44,164,81,83,328,140,188,0.427,0.0,0.0,0.0,5.0,2.0,3.0,8.0,2.0,6.0,1992,1,0.0,0.0,8.0,0.0
Chuck Daly,DET,9,10,82,48,34,738,467,271,779,476,303,0.611,5.0,2.0,3.0,113.0,71.0,42.0,113.0,71.0,42.0,1992,9,0.021,0.0,108.0,0.319
George Karl,SEA,1,5,42,27,15,42,27,15,337,146,191,0.433,9.0,4.0,5.0,9.0,4.0,5.0,23.0,9.0,14.0,1992,21,0.01,0.0,32.0,0.341
Larry Brown,LAC,1,13,35,23,12,35,23,12,1030,622,408,0.604,5.0,2.0,3.0,5.0,2.0,3.0,82.0,37.0,45.0,1992,13,0.073,0.0,35.0,0.266
Jerry Sloan,UTA,4,7,82,55,27,311,204,107,526,298,228,0.567,16.0,9.0,7.0,33.0,15.0,18.0,39.0,17.0,22.0,1992,29,0.021,0.0,23.0,0.043
Larry Brown,LAC,1,13,35,23,12,35,23,12,1030,622,408,0.604,5.0,2.0,3.0,5.0,2.0,3.0,82.0,37.0,45.0,1992,13,0.073,0.0,40.0,0.33899999999999997
Larry Brown,SAS,4,13,38,21,17,284,153,131,1030,622,408,0.604,0.0,0.0,0.0,14.0,7.0,7.0,82.0,37.0,45.0,1992,27,0.073,0.0,45.0,0.412
George Karl,SEA,1,5,42,27,15,42,27,15,337,146,191,0.433,9.0,4.0,5.0,9.0,4.0,5.0,23.0,9.0,14.0,1992,21,0.01,0.0,23.0,0.331
Larry Brown,SAS,4,13,38,21,17,284,153,131,1030,622,408,0.604,0.0,0.0,0.0,14.0,7.0,7.0,82.0,37.0,45.0,1992,27,0.073,0.0,45.0,0.485
Chris Ford,BOS,2,2,82,51,31,164,107,57,164,107,57,0.652,10.0,6.0,4.0,21.0,11.0,10.0,21.0,11.0,10.0,1992,2,0.031,0.0,11.0,0.073
Pat Riley,NYK,1,10,82,51,31,82,51,31,809,584,225,0.722,12.0,6.0,6.0,12.0,6.0,6.0,161.0,108.0,53.0,1992,20,0.219,0.0,149.0,1.018
George Karl,SEA,1,5,42,27,15,42,27,15,337,146,191,0.433,9.0,4.0,5.0,9.0,4.0,5.0,23.0,9.0,14.0,1992,21,0.01,0.0,14.0,0.321
Lenny Wilkens,CLE,6,19,82,57,25,492,262,230,1536,815,721,0.531,17.0,9.0,8.0,32.0,15.0,17.0,101.0,52.0,49.0,1992,6,0.063,0.0,265.0,2.082
Kevin Loughery,MIA,1,17,82,38,44,82,38,44,1178,547,631,0.464,3.0,0.0,3.0,3.0,0.0,3.0,54.0,25.0,29.0,1992,16,0.021,0.0,19.0,0.032
K.C. Jones,SEA,2,11,36,18,18,118,59,59,858,552,306,0.643,0.0,0.0,0.0,5.0,2.0,3.0,142.0,81.0,61.0,1992,21,0.0,0.0,143.0,0.306
Rex Hughes,SAC,1,1,57,22,35,57,22,35,57,22,35,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,26,0.0,0.0,0.0,0.0
Allan Bristow,CHH,1,1,82,31,51,82,31,51,82,31,51,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,4,0.0,0.0,0.0,0.0
Mike Schuler,LAC,2,5,45,21,24,127,52,75,338,179,159,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,1992,13,0.0,0.0,8.0,0.448
Dick Motta,SAC,3,22,25,7,18,161,48,113,1719,856,863,0.498,0.0,0.0,0.0,0.0,0.0,0.0,126.0,56.0,70.0,1992,26,0.0,0.0,126.0,0.818
Don Chaney,HOU,4,7,52,26,26,298,164,134,483,217,266,0.449,0.0,0.0,0.0,11.0,2.0,9.0,11.0,2.0,9.0,1992,11,0.0,0.0,11.0,0.719
Del Harris,MIL,5,9,17,8,9,345,191,154,673,332,341,0.493,0.0,0.0,0.0,21.0,6.0,15.0,52.0,21.0,31.0,1992,17,0.0,0.0,52.0,0.058
Richie Adubato,DAL,3,4,82,22,60,235,92,143,305,104,201,0.341,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1992,7,0.0,0.0,3.0,0.0
Bob Bass,SAS,5,10,44,26,18,251,143,108,611,311,300,0.509,3.0,0.0,3.0,19.0,6.0,13.0,41.0,13.0,28.0,1992,27,0.0,0.0,3.0,0.0
Jim Lynam,PHI,5,7,82,35,47,367,194,173,510,246,264,0.482,0.0,0.0,0.0,21.0,8.0,13.0,21.0,8.0,13.0,1992,71,0.0,0.0,21.0,0.158
Don Nelson,GSW,4,15,82,55,27,328,179,149,1212,719,493,0.593,4.0,1.0,3.0,21.0,9.0,12.0,109.0,51.0,58.0,1992,10,0.271,1.0,105.0,1.33
Bob Hill,IND,2,3,82,40,42,139,72,67,205,92,113,0.449,3.0,0.0,3.0,8.0,2.0,6.0,8.0,2.0,6.0,1992,12,0.0,0.0,5.0,0.0
Rick Adelman,POR,4,4,82,57,25,281,193,88,281,193,88,0.687,21.0,13.0,8.0,61.0,34.0,27.0,61.0,34.0,27.0,1992,66,0.021,0.0,40.0,0.251
Matt Guokas,ORL,3,6,82,21,61,246,70,176,453,189,264,0.417,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,9.0,1992,22,0.0,0.0,17.0,0.0
K.C. Jones,SEA,2,11,36,18,18,118,59,59,858,552,306,0.643,0.0,0.0,0.0,5.0,2.0,3.0,142.0,81.0,61.0,1992,21,0.0,0.0,143.0,0.306
Phil Jackson,CHI,3,3,82,67,15,246,183,63,246,183,63,0.744,22.0,15.0,7.0,55.0,40.0,15.0,55.0,40.0,15.0,1992,5,0.177,0.0,33.0,0.053000000000000005
Wes Unseld,WSB,5,5,82,25,57,383,156,227,383,156,227,0.407,0.0,0.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,1992,30,0.0,0.0,5.0,0.047
Cotton Fitzsimmons,PHO,6,19,82,53,29,492,314,178,1550,805,745,0.519,8.0,4.0,4.0,40.0,21.0,19.0,80.0,34.0,46.0,1992,24,0.0,0.0,72.0,1.263
Bob Kloppenburg,SEA,1,2,4,2,2,4,2,2,7,2,5,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,21,0.0,0.0,0.0,0.0
Jimmy Rodgers,MIN,1,3,82,15,67,82,15,67,246,109,137,0.443,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,1992,18,0.0,0.0,8.0,0.0
Mike Dunleavy,LAL,2,2,82,43,39,164,101,63,164,101,63,0.616,4.0,1.0,3.0,23.0,13.0,10.0,23.0,13.0,10.0,1992,14,0.031,0.0,19.0,0.0
Bob Kloppenburg,SEA,1,2,4,2,2,4,2,2,7,2,5,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,21,0.0,0.0,0.0,0.0
Rudy Tomjanovich,HOU,1,1,30,16,14,30,16,14,30,16,14,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,11,0.0,0.0,0.0,0.0
Paul Westhead,DEN,2,6,82,24,58,164,44,120,407,183,224,0.45,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,6.0,1992,8,0.0,0.0,19.0,0.0
Frank Hamblen,MIL,1,1,65,23,42,65,23,42,65,23,42,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,17,0.0,0.0,0.0,0.0
Mack Calvin,LAC,1,2,2,1,1,2,1,1,8,1,7,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,13,0.0,0.0,0.0,0.0
Bill Fitch,NJN,3,21,82,40,42,246,83,163,1722,845,877,0.491,4.0,1.0,3.0,4.0,1.0,3.0,106.0,55.0,51.0,1992,3,0.042,0.0,102.0,1.103
Lenny Wilkens,CLE,5,18,82,33,49,410,205,205,1454,758,696,0.521,0.0,0.0,0.0,15.0,6.0,9.0,84.0,43.0,41.0,1991,6,0.0,0.0,265.0,2.082
Mike Schuler,LAC,1,4,82,31,51,82,31,51,293,158,135,0.539,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,1991,13,0.0,0.0,8.0,0.448
Bob Hill,IND,1,2,57,32,25,57,32,25,123,52,71,0.423,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1991,12,0.0,0.0,0.0,0.0
Bill Musselman,MIN,2,5,82,29,53,164,51,113,295,85,210,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991,18,0.0,0.0,0.0,0.022
