Coach,Tm,sea_w/franc_count,sea_overall_count,rs_curr_sea_G,rs_curr_sea_W,rs_curr_sea_L,rs_w/franc_G,rs_w/franc_W,rs_w/franc_L,rs_career_G,rs_career_W,rs_career_L,rs_career_W%,po_curr_sea_G,po_curr_sea_W,po_curr_sea_L,po_w/franc_G,po_w/franc_W,po_w/franc_L,po_career_G,po_career_W,po_career_L,season,team_id,coy_share,won_coy,sum_coach_playoff_games,sum_coy_shares
Tom Heinsohn,BOS,6,6,82,60,22,492,318,174,492,318,174,0.646,11.0,6.0,5.0,53.0,30.0,23.0,53.0,30.0,23.0,1975,2,0.037,0.0,42.0,0.6279999999999999
Bill Russell,SEA,2,5,82,43,39,164,79,85,409,241,168,0.589,9.0,4.0,5.0,9.0,4.0,5.0,55.0,32.0,23.0,1975,21,0.019,0.0,73.0,0.056999999999999995
Red Holzman,NYK,8,12,82,40,42,618,388,230,821,471,350,0.574,3.0,1.0,2.0,95.0,54.0,41.0,103.0,58.0,45.0,1975,20,0.0,0.0,100.0,0.561
Bill Fitch,CLE,5,5,82,40,42,410,139,271,410,139,271,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,6,0.074,0.0,0.0,0.0
Gene Shue,PHI,2,9,82,34,48,164,59,105,712,350,362,0.492,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,26.0,1975,71,0.037,0.0,40.0,0.98
Butch van Breda Kolff,NOJ,1,8,66,22,44,66,22,44,495,235,260,0.475,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,12.0,1975,29,0.074,0.0,33.0,0.097
K.C. Jones,WSB,2,3,82,60,22,164,107,57,248,137,111,0.552,17.0,8.0,9.0,24.0,11.0,13.0,28.0,11.0,17.0,1975,30,0.093,0.0,7.0,0.02
Ray Scott,DET,3,3,82,40,42,239,130,109,239,130,109,0.544,3.0,1.0,2.0,10.0,4.0,6.0,10.0,4.0,6.0,1975,9,0.0,0.0,7.0,0.647
Bill Russell,SEA,2,5,82,43,39,164,79,85,409,241,168,0.589,9.0,4.0,5.0,9.0,4.0,5.0,55.0,32.0,23.0,1975,21,0.019,0.0,46.0,0.0
Jack Ramsay,BUF,3,7,82,49,33,246,112,134,574,286,288,0.498,7.0,3.0,4.0,13.0,5.0,8.0,30.0,10.0,20.0,1975,13,0.019,0.0,23.0,0.498
Bill Sharman,LAL,4,9,82,30,52,328,206,122,737,426,311,0.578,0.0,0.0,0.0,37.0,22.0,15.0,97.0,57.0,40.0,1975,14,0.0,0.0,62.0,0.95
Phil Johnson,KCO,2,2,82,44,38,140,71,69,140,71,69,0.507,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1975,26,0.389,1.0,0.0,0.0
Bill Russell,SEA,2,5,82,43,39,164,79,85,409,241,168,0.589,9.0,4.0,5.0,9.0,4.0,5.0,55.0,32.0,23.0,1975,21,0.019,0.0,55.0,0.019
Bill Russell,SEA,2,5,82,43,39,164,79,85,409,241,168,0.589,9.0,4.0,5.0,9.0,4.0,5.0,55.0,32.0,23.0,1975,21,0.019,0.0,64.0,0.038
Cotton Fitzsimmons,ATL,2,4,82,35,47,164,81,83,328,178,150,0.543,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,1974,1,0.0,0.0,6.0,0.039
John MacLeod,PHO,1,1,82,30,52,82,30,52,82,30,52,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,24,0.0,0.0,0.0,0.0
Al Attles,GSW,5,5,82,44,38,358,191,167,358,191,167,0.534,0.0,0.0,0.0,21.0,7.0,14.0,21.0,7.0,14.0,1974,10,0.0,0.0,21.0,0.118
Dick Motta,CHI,6,6,82,54,28,492,285,207,492,285,207,0.579,11.0,4.0,7.0,34.0,11.0,23.0,34.0,11.0,23.0,1974,5,0.0,0.0,23.0,0.6829999999999999
Tom Heinsohn,BOS,5,5,82,56,26,410,258,152,410,258,152,0.629,18.0,12.0,6.0,42.0,24.0,18.0,42.0,24.0,18.0,1974,2,0.0,0.0,24.0,0.6279999999999999
Bill Russell,SEA,1,4,82,36,46,82,36,46,327,198,129,0.606,0.0,0.0,0.0,0.0,0.0,0.0,46.0,28.0,18.0,1974,21,0.0,0.0,46.0,0.0
Jack Ramsay,BUF,2,6,82,42,40,164,63,101,492,237,255,0.482,6.0,2.0,4.0,6.0,2.0,4.0,23.0,7.0,16.0,1974,13,0.196,0.0,17.0,0.302
Gene Shue,PHI,1,8,82,25,57,82,25,57,630,316,314,0.502,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,26.0,1974,71,0.0,0.0,40.0,0.98
Bill Russell,SEA,1,4,82,36,46,82,36,46,327,198,129,0.606,0.0,0.0,0.0,0.0,0.0,0.0,46.0,28.0,18.0,1974,21,0.0,0.0,46.0,0.0
Ray Scott,DET,2,2,82,52,30,157,90,67,157,90,67,0.573,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,1974,9,0.647,1.0,0.0,0.0
Johnny Egan,HOU,2,2,82,32,50,117,48,69,117,48,69,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,11,0.0,0.0,0.0,0.0
Jack McCloskey,POR,2,2,82,27,55,164,48,116,164,48,116,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,66,0.0,0.0,0.0,0.0
K.C. Jones,CAP,1,2,82,47,35,82,47,35,166,77,89,0.464,7.0,3.0,4.0,7.0,3.0,4.0,11.0,3.0,8.0,1974,30,0.02,0.0,0.0,0.0
Larry Costello,MIL,6,6,82,59,23,492,331,161,492,331,161,0.673,16.0,11.0,5.0,57.0,36.0,21.0,57.0,36.0,21.0,1974,17,0.078,0.0,41.0,0.40599999999999997
Bob Cousy,KCO,5,5,20,6,14,348,141,207,348,141,207,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,26,0.0,0.0,0.0,0.04
Bill Fitch,CLE,4,4,82,29,53,328,99,229,328,99,229,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,6,0.0,0.0,0.0,0.0
Bill Sharman,LAL,3,8,82,47,35,246,176,70,655,396,259,0.605,5.0,1.0,4.0,37.0,22.0,15.0,97.0,57.0,40.0,1974,14,0.059,0.0,57.0,0.8909999999999999
Red Holzman,NYK,7,11,82,49,33,536,348,188,739,431,308,0.583,12.0,5.0,7.0,92.0,53.0,39.0,100.0,57.0,43.0,1974,20,0.0,0.0,88.0,0.561
Phil Johnson,KCO,1,1,58,27,31,58,27,31,58,27,31,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,26,0.0,0.0,0.0,0.0
Draff Young,KCO,1,1,4,0,4,4,0,4,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,26,0.0,0.0,0.0,0.0
Butch van Breda Kolff,PHO,1,6,7,3,4,7,3,4,345,192,153,0.557,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,12.0,1973,24,0.0,0.0,33.0,0.097
Dick Motta,CHI,5,5,82,51,31,410,231,179,410,231,179,0.563,7.0,3.0,4.0,23.0,7.0,16.0,23.0,7.0,16.0,1973,5,0.02,0.0,16.0,0.6629999999999999
Jerry Colangelo,PHO,2,2,75,35,40,119,59,60,119,59,60,0.496,0.0,0.0,0.0,7.0,3.0,4.0,7.0,3.0,4.0,1973,24,0.0,0.0,7.0,0.0
Ray Scott,DET,1,1,75,38,37,75,38,37,75,38,37,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,9,0.0,0.0,0.0,0.0
Al Attles,GSW,4,4,82,47,35,276,147,129,276,147,129,0.533,11.0,5.0,6.0,21.0,7.0,14.0,21.0,7.0,14.0,1973,10,0.0,0.0,10.0,0.118
Bucky Buckwalter,SEA,1,1,37,13,24,37,13,24,37,13,24,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,21,0.0,0.0,0.0,0.0
Bucky Buckwalter,SEA,1,1,37,13,24,37,13,24,37,13,24,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,21,0.0,0.0,0.0,0.0
Bob Cousy,KCO,4,4,82,36,46,328,135,193,328,135,193,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,26,0.02,0.0,0.0,0.02
Larry Costello,MIL,5,5,82,60,22,410,272,138,410,272,138,0.663,6.0,2.0,4.0,41.0,25.0,16.0,41.0,25.0,16.0,1973,17,0.039,0.0,35.0,0.367
Johnny Egan,HOU,1,1,35,16,19,35,16,19,35,16,19,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,11,0.0,0.0,0.0,0.0
Earl Lloyd,DET,2,2,7,2,5,77,22,55,77,22,55,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,9,0.0,0.0,0.0,0.0
Tom Nissalke,SEA,1,2,45,13,32,45,13,32,129,55,74,0.426,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1973,21,0.0,0.0,0.0,0.0
Red Holzman,NYK,6,10,82,57,25,454,299,155,657,382,275,0.581,17.0,12.0,5.0,80.0,48.0,32.0,88.0,52.0,36.0,1973,20,0.02,0.0,71.0,0.541
Jack Ramsay,BUF,1,5,82,21,61,82,21,61,410,195,215,0.476,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,12.0,1973,13,0.0,0.0,17.0,0.302
Tom Nissalke,SEA,1,2,45,13,32,45,13,32,129,55,74,0.426,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1973,21,0.0,0.0,0.0,0.0
Tom Heinsohn,BOS,4,4,82,68,14,328,202,126,328,202,126,0.616,13.0,7.0,6.0,24.0,12.0,12.0,24.0,12.0,12.0,1973,2,0.569,1.0,11.0,0.059
Tex Winter,HOU,2,2,47,17,30,129,51,78,129,51,78,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,11,0.0,0.0,0.0,0.0
Gene Shue,BAL,7,7,82,52,30,548,291,257,548,291,257,0.531,5.0,1.0,4.0,40.0,14.0,26.0,40.0,14.0,26.0,1973,30,0.294,0.0,35.0,0.686
Roy Rubin,PHI,1,1,51,4,47,51,4,47,51,4,47,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,71,0.0,0.0,0.0,0.0
Bill Sharman,LAL,2,7,82,60,22,164,129,35,573,349,224,0.609,17.0,9.0,8.0,32.0,21.0,11.0,92.0,56.0,36.0,1973,14,0.0,0.0,40.0,0.891
Kevin Loughery,PHI,1,1,31,5,26,31,5,26,31,5,26,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,71,0.0,0.0,0.0,0.0
Bill Fitch,CLE,3,3,82,32,50,246,70,176,246,70,176,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,6,0.0,0.0,0.0,0.0
Cotton Fitzsimmons,ATL,1,3,82,46,36,82,46,36,246,143,103,0.581,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1973,1,0.039,0.0,0.0,0.0
Jack McCloskey,POR,1,1,82,21,61,82,21,61,82,21,61,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,66,0.0,0.0,0.0,0.0
Al Attles,GSW,3,3,82,51,31,194,100,94,194,100,94,0.515,5.0,1.0,4.0,10.0,2.0,8.0,10.0,2.0,8.0,1972,10,0.059,0.0,5.0,0.059
Bob Cousy,CIN,3,3,82,30,52,246,99,147,246,99,147,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,26,0.0,0.0,0.0,0.02
Dick Motta,CHI,4,4,82,57,25,328,180,148,328,180,148,0.549,4.0,0.0,4.0,16.0,4.0,12.0,16.0,4.0,12.0,1972,5,0.0,0.0,12.0,0.6629999999999999
Stu Inman,POR,1,1,26,6,20,26,6,20,26,6,20,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,66,0.0,0.0,0.0,0.0
Terry Dischinger,DET,1,1,2,0,2,2,0,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,9,0.0,0.0,0.0,0.0
Larry Costello,MIL,4,4,82,63,19,328,212,116,328,212,116,0.646,11.0,6.0,5.0,35.0,23.0,12.0,35.0,23.0,12.0,1972,17,0.0,0.0,24.0,0.367
Rolland Todd,POR,2,2,56,12,44,138,41,97,138,41,97,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,66,0.0,0.0,0.0,0.02
Cotton Fitzsimmons,PHO,2,2,82,49,33,164,97,67,164,97,67,0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,24,0.0,0.0,0.0,0.0
Jack Ramsay,PHI,4,4,82,30,52,328,174,154,328,174,154,0.53,0.0,0.0,0.0,17.0,5.0,12.0,17.0,5.0,12.0,1972,71,0.0,0.0,17.0,0.302
Bill Fitch,CLE,2,2,82,23,59,164,38,126,164,38,126,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,6,0.0,0.0,0.0,0.0
Lenny Wilkens,SEA,3,3,82,47,35,246,121,125,246,121,125,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,21,0.02,0.0,0.0,0.2
Gene Shue,BAL,6,6,82,38,44,466,239,227,466,239,227,0.513,6.0,2.0,4.0,35.0,13.0,22.0,35.0,13.0,22.0,1972,30,0.039,0.0,29.0,0.647
Richie Guerin,ATL,8,8,82,36,46,618,327,291,618,327,291,0.529,6.0,2.0,4.0,60.0,26.0,34.0,60.0,26.0,34.0,1972,1,0.0,0.0,54.0,0.931
Tom Heinsohn,BOS,3,3,82,56,26,246,134,112,246,134,112,0.545,11.0,5.0,6.0,11.0,5.0,6.0,11.0,5.0,6.0,1972,2,0.059,0.0,0.0,0.0
Bill Sharman,LAL,1,6,82,69,13,82,69,13,491,289,202,0.589,15.0,12.0,3.0,15.0,12.0,3.0,75.0,47.0,28.0,1972,14,0.824,1.0,25.0,0.067
Dolph Schayes,BUF,2,5,1,0,1,83,22,61,323,151,172,0.467,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,12.0,1972,13,0.0,0.0,21.0,0.481
Earl Lloyd,DET,1,1,70,20,50,70,20,50,70,20,50,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,9,0.0,0.0,0.0,0.0
Johnny McCarthy,BUF,1,1,81,22,59,81,22,59,81,22,59,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,13,0.0,0.0,0.0,0.0
Red Holzman,NYK,5,9,82,48,34,372,242,130,575,325,250,0.565,16.0,9.0,7.0,63.0,36.0,27.0,71.0,40.0,31.0,1972,20,0.0,0.0,55.0,0.541
Lenny Wilkens,SEA,3,3,82,47,35,246,121,125,246,121,125,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,21,0.02,0.0,0.0,0.18
Butch van Breda Kolff,DET,3,5,10,6,4,174,82,92,338,189,149,0.559,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,12.0,1972,9,0.0,0.0,33.0,0.097
Tex Winter,HOU,1,1,82,34,48,82,34,48,82,34,48,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,11,0.0,0.0,0.0,0.0
Lenny Wilkens,SEA,3,3,82,47,35,246,121,125,246,121,125,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,21,0.02,0.0,0.0,0.22
Lenny Wilkens,SEA,3,3,82,47,35,246,121,125,246,121,125,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,21,0.02,0.0,0.0,0.24000000000000002
Bill Fitch,CLE,1,1,82,15,67,82,15,67,82,15,67,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,6,0.0,0.0,0.0,0.0
Lenny Wilkens,SEA,2,2,82,38,44,164,74,90,164,74,90,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,21,0.02,0.0,0.0,0.14
Rolland Todd,POR,1,1,82,29,53,82,29,53,82,29,53,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,66,0.02,0.0,0.0,0.0
Lenny Wilkens,SEA,2,2,82,38,44,164,74,90,164,74,90,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,21,0.02,0.0,0.0,0.1
Lenny Wilkens,SEA,2,2,82,38,44,164,74,90,164,74,90,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,21,0.02,0.0,0.0,0.12000000000000001
Larry Costello,MIL,3,3,82,66,16,246,149,97,246,149,97,0.606,14.0,12.0,2.0,24.0,17.0,7.0,24.0,17.0,7.0,1971,17,0.216,0.0,10.0,0.151
Alex Hannum,SDR,2,13,82,40,42,138,58,80,961,531,430,0.553,0.0,0.0,0.0,0.0,0.0,0.0,95.0,57.0,38.0,1971,11,0.0,0.0,79.0,1.412
Tom Heinsohn,BOS,2,2,82,44,38,164,78,86,164,78,86,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,2,0.0,0.0,0.0,0.0
Bob Cousy,CIN,2,2,82,33,49,164,69,95,164,69,95,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,26,0.02,0.0,0.0,0.0
Lenny Wilkens,SEA,2,2,82,38,44,164,74,90,164,74,90,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,21,0.02,0.0,0.0,0.16
Al Attles,SFW,2,2,82,41,41,112,49,63,112,49,63,0.438,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,1971,10,0.059,0.0,0.0,0.0
Butch van Breda Kolff,DET,2,4,82,45,37,164,76,88,328,183,145,0.558,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,12.0,1971,9,0.0,0.0,33.0,0.097
Cotton Fitzsimmons,PHO,1,1,82,48,34,82,48,34,82,48,34,0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,24,0.0,0.0,0.0,0.0
Gene Shue,BAL,5,5,82,42,40,384,201,183,384,201,183,0.523,18.0,8.0,10.0,29.0,11.0,18.0,29.0,11.0,18.0,1971,30,0.0,0.0,11.0,0.647
Dick Motta,CHI,3,3,82,51,31,246,123,123,246,123,123,0.5,7.0,3.0,4.0,12.0,4.0,8.0,12.0,4.0,8.0,1971,5,0.588,1.0,5.0,0.075
Richie Guerin,ATL,7,7,82,36,46,536,291,245,536,291,245,0.543,5.0,1.0,4.0,54.0,24.0,30.0,54.0,24.0,30.0,1971,1,0.0,0.0,49.0,0.931
Joe Mullaney,LAL,2,2,82,48,34,164,94,70,164,94,70,0.573,12.0,5.0,7.0,30.0,16.0,14.0,30.0,16.0,14.0,1971,14,0.02,0.0,18.0,0.225
Dolph Schayes,BUF,1,4,82,22,60,82,22,60,322,151,171,0.469,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,12.0,1971,13,0.0,0.0,21.0,0.481
Jack Ramsay,PHI,3,3,82,47,35,246,144,102,246,144,102,0.585,7.0,3.0,4.0,17.0,5.0,12.0,17.0,5.0,12.0,1971,71,0.02,0.0,10.0,0.282
Red Holzman,NYK,4,8,82,52,30,290,194,96,493,277,216,0.562,12.0,7.0,5.0,47.0,27.0,20.0,55.0,31.0,24.0,1971,20,0.039,0.0,43.0,0.502
Red Holzman,NYK,3,7,82,60,22,208,142,66,411,225,186,0.547,19.0,12.0,7.0,35.0,20.0,15.0,43.0,24.0,19.0,1970,20,0.425,1.0,24.0,0.077
Al Attles,SFW,1,1,30,8,22,30,8,22,30,8,22,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,10,0.0,0.0,0.0,0.0
Butch van Breda Kolff,DET,1,3,82,31,51,82,31,51,246,138,108,0.561,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,12.0,1970,9,0.0,0.0,33.0,0.097
Richie Guerin,ATL,6,6,82,48,34,454,255,199,454,255,199,0.562,9.0,4.0,5.0,49.0,23.0,26.0,49.0,23.0,26.0,1970,1,0.125,0.0,40.0,0.806
Jerry Colangelo,PHO,1,1,44,24,20,44,24,20,44,24,20,0.545,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,1970,24,0.0,0.0,0.0,0.0
Red Kerr,PHO,2,4,38,15,23,120,31,89,283,93,190,0.329,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,1970,24,0.0,0.0,8.0,0.567
Jack Ramsay,PHI,2,2,82,42,40,164,97,67,164,97,67,0.591,5.0,1.0,4.0,10.0,2.0,8.0,10.0,2.0,8.0,1970,71,0.0,0.0,5.0,0.282
Dick Motta,CHI,2,2,82,39,43,164,72,92,164,72,92,0.439,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,1970,5,0.075,0.0,0.0,0.0
Jack McMahon,SDR,3,8,26,9,17,190,61,129,549,260,289,0.474,0.0,0.0,0.0,6.0,2.0,4.0,29.0,10.0,19.0,1970,11,0.0,0.0,29.0,0.137
Lenny Wilkens,SEA,1,1,82,36,46,82,36,46,82,36,46,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,21,0.025,0.0,0.0,0.0
Lenny Wilkens,SEA,1,1,82,36,46,82,36,46,82,36,46,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,21,0.025,0.0,0.0,0.025
Lenny Wilkens,SEA,1,1,82,36,46,82,36,46,82,36,46,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,21,0.025,0.0,0.0,0.05
Lenny Wilkens,SEA,1,1,82,36,46,82,36,46,82,36,46,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,21,0.025,0.0,0.0,0.07500000000000001
Tom Heinsohn,BOS,1,1,82,34,48,82,34,48,82,34,48,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,2,0.0,0.0,0.0,0.0
George Lee,SFW,2,2,52,22,30,134,63,71,134,63,71,0.47,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,1970,10,0.0,0.0,6.0,0.0
Alex Hannum,SDR,1,12,56,18,38,56,18,38,879,491,388,0.559,0.0,0.0,0.0,0.0,0.0,0.0,95.0,57.0,38.0,1970,11,0.0,0.0,79.0,1.412
Bob Cousy,CIN,1,1,82,36,46,82,36,46,82,36,46,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,26,0.0,0.0,0.0,0.0
Larry Costello,MIL,2,2,82,56,26,164,83,81,164,83,81,0.506,10.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,1970,17,0.125,0.0,0.0,0.026
Gene Shue,BAL,4,4,82,50,32,302,159,143,302,159,143,0.526,7.0,3.0,4.0,11.0,3.0,8.0,11.0,3.0,8.0,1970,30,0.0,0.0,4.0,0.647
Joe Mullaney,LAL,1,1,82,46,36,82,46,36,82,46,36,0.561,18.0,11.0,7.0,18.0,11.0,7.0,18.0,11.0,7.0,1970,14,0.225,0.0,0.0,0.0
Dick Motta,CHI,1,1,82,33,49,82,33,49,82,33,49,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,5,0.0,0.0,0.0,0.0
Larry Costello,MIL,1,1,82,27,55,82,27,55,82,27,55,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,17,0.026,0.0,0.0,0.0
Red Kerr,PHO,1,3,82,16,66,82,16,66,245,78,167,0.318,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,1969,24,0.0,0.0,8.0,0.567
Jack Ramsay,PHI,1,1,82,55,27,82,55,27,82,55,27,0.671,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,1969,71,0.282,0.0,0.0,0.0
Jack McMahon,SDR,2,7,82,37,45,164,52,112,523,251,272,0.48,6.0,2.0,4.0,6.0,2.0,4.0,29.0,10.0,19.0,1969,11,0.0,0.0,23.0,0.137
Butch van Breda Kolff,LAL,2,2,82,55,27,164,107,57,164,107,57,0.652,18.0,11.0,7.0,33.0,21.0,12.0,33.0,21.0,12.0,1969,14,0.0,0.0,15.0,0.097
Donnie Butcher,DET,3,3,22,10,12,112,52,60,112,52,60,0.464,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,1969,9,0.0,0.0,6.0,0.0
Bill Russell,BOS,3,3,82,48,34,245,162,83,245,162,83,0.661,18.0,12.0,6.0,46.0,28.0,18.0,46.0,28.0,18.0,1969,2,0.0,0.0,28.0,0.0
Richie Guerin,ATL,5,5,82,48,34,372,207,165,372,207,165,0.556,11.0,5.0,6.0,40.0,19.0,21.0,40.0,19.0,21.0,1969,1,0.0,0.0,29.0,0.806
Al Bianchi,SEA,2,2,82,30,52,164,53,111,164,53,111,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,21,0.0,0.0,0.0,0.0
Paul Seymour,DET,1,8,60,22,38,60,22,38,512,271,241,0.529,0.0,0.0,0.0,0.0,0.0,0.0,35.0,14.0,21.0,1969,9,0.0,0.0,35.0,0.074
George Lee,SFW,1,1,82,41,41,82,41,41,82,41,41,0.5,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1969,10,0.0,0.0,0.0,0.0
Gene Shue,BAL,3,3,82,57,25,220,109,111,220,109,111,0.495,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,1969,30,0.615,1.0,0.0,0.032
Al Bianchi,SEA,2,2,82,30,52,164,53,111,164,53,111,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,21,0.0,0.0,0.0,0.0
Ed Jucker,CIN,2,2,82,41,41,164,80,84,164,80,84,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,26,0.0,0.0,0.0,0.0
Red Holzman,NYK,2,6,82,54,28,126,82,44,329,165,164,0.502,10.0,6.0,4.0,16.0,8.0,8.0,24.0,12.0,12.0,1969,20,0.077,0.0,14.0,0.0
Red Kerr,CHI,2,2,82,29,53,163,62,101,163,62,101,0.38,5.0,1.0,4.0,8.0,1.0,7.0,8.0,1.0,7.0,1968,5,0.0,0.0,3.0,0.567
Richie Guerin,STL,4,4,82,56,26,290,159,131,290,159,131,0.548,6.0,2.0,4.0,29.0,14.0,15.0,29.0,14.0,15.0,1968,1,0.806,1.0,23.0,0.0
Gene Shue,BAL,2,2,82,36,46,138,52,86,138,52,86,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,30,0.032,0.0,0.0,0.0
Alex Hannum,PHI,5,10,82,62,20,402,257,145,745,413,332,0.554,13.0,7.0,6.0,46.0,26.0,20.0,79.0,45.0,34.0,1968,71,0.065,0.0,66.0,1.347
Jack McMahon,SDR,1,6,82,15,67,82,15,67,441,214,227,0.485,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,15.0,1968,11,0.0,0.0,23.0,0.137
Bill Sharman,SFW,2,2,82,43,39,163,87,76,163,87,76,0.534,10.0,4.0,6.0,25.0,13.0,12.0,25.0,13.0,12.0,1968,10,0.0,0.0,15.0,0.067
